City,County,Zipcode,Total Population 2016,Total Population 2016 Margin of Error,Total Unemployment 2016,Total Unemployment 2016 margin of Error,Age Group 16-19 2016,Age Group 16-19 2016 Margin of Error,Age Group 16-19 2016 Unemployment,Age Group 16-19 2016 Unemployment Margin of Error,Age Group 20-24 2016,Age Group 20-24 2016 Margin of Error,Age Group 20-24 2016 Unemployment,Age Group 20-24 2016 Unemployment Margin of Error,Age Group 25-29 2016,Age Group 25-29 2016 Margin of Error,Age Group 25-29 2016 Unemployment,Age Group 25-29 2016 Unemployment Margin of Error,Age Group 30-34 2016,Age Group 30-34 2016 Margin of Error,Age Group 30-34 2016 Unemployment,Age Group 30-34 2016 Unemployment Margin of Error,Age Group 35-44 2016,Age Group 35-44 2016 Margin of Error,Age Group 35-44 2016 Unemployment,Age Group 35-44 2016 Unemployment Margin of Error,Age Group 45-54 2016,Age Group 45-54 2016 Margin of Error,Age Group 45-54 2016 Unemployment,Age Group 45-54 2016 Unemployment Margin of Error,Age Group 55-64 2016,Age Group 55-64 2016 Margin of Error,Age Group 55-64 2016 Unemployment,Age Group 55-64 2016 Unemployment Margin of Error,Age Group 60-64 2016,Age Group 60-64 2016 Margin of Error,Age Group 60-64 2016 Unemployment,Age Group 60-64 2016 Unemployment Margin of Error,Age Group 65-74 2016,Age Group 65-74 2016 Margin of Error,Age Group 65-74 2016 Unemployment,Age Group 65-74 2016 Unemployment Margin of Error,Age Group 75+ 2016,Age Group 75+ 2016 Margin of Error,Age Group 75+ 2016 Unemployment,Age Group 75+ 2016 Unemployment Margin of Error
Saguache,Saguache,81149,705.0,140.0,6.2,4.3,41.0,36.0,8,17.7,21.0,19.0,0,79,40.0,23.0,0,63.7,22.0,14.0,33.3,36.8,65.0,31.0,0,45.6,117.0,49.0,0,36.7,106.0,50.0,0,29.7,68.0,35.0,0,46.8,128.0,47.0,34.9,28.2,97.0,43.0,0,62.2
Sanford,Conejos,81151,1091.0,158.0,7.1,3.6,40.0,24.0,21.4,29,64.0,39.0,35.9,32.4,87.0,38.0,13.7,19.8,86.0,29.0,0,32.7,220.0,63.0,5.4,4.8,271.0,71.0,4.1,4.4,78.0,41.0,3.4,9.3,68.0,27.0,0,51.2,101.0,36.0,9.1,32.2,76.0,58.0,0,100
San Luis,Costilla,81152,1054.0,156.0,9,6.9,39.0,43.0,-,**,67.0,52.0,17.9,28.3,27.0,30.0,0,54.8,84.0,62.0,44.4,52,137.0,63.0,17.4,19.3,149.0,69.0,0,26.1,60.0,37.0,0,44,150.0,57.0,0,58.2,176.0,40.0,0,52.9,165.0,34.0,0,100
San Pablo,Costilla,81153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Fork,Rio Grande,81154,1065.0,175.0,7.7,5.1,20.0,21.0,100,100,53.0,78.0,26.4,10,9.0,13.0,0,100,93.0,55.0,0,31.7,62.0,48.0,14.7,20.9,93.0,39.0,0,39.1,161.0,79.0,3,3.8,147.0,64.0,5,9.1,269.0,84.0,5.1,9.6,158.0,62.0,0,100
Villa Grove,Saguache,81155,337.0,123.0,21.7,17.7,0.0,11.0,-,**,44.0,62.0,75,7.4,0.0,11.0,-,**,7.0,8.0,0,100,24.0,25.0,0,85.9,81.0,46.0,0,38.8,42.0,26.0,23.8,34.6,29.0,35.0,0,55.9,86.0,54.0,0,76.1,24.0,13.0,-,**
Pagosa Springs,Archuleta,81157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salida,Chaffee,81201,7804.0,413.0,4.5,1.7,333.0,138.0,48.8,30.3,349.0,146.0,3.9,7,419.0,142.0,7.8,8.8,420.0,113.0,3.9,6.5,1171.0,148.0,1.6,1.5,1215.0,194.0,4.9,3.3,955.0,196.0,4,3.7,831.0,164.0,0,5.6,1097.0,172.0,0,10.2,1014.0,128.0,0,55.9
Almont,Gunnison,81210,172.0,108.0,0,19,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,38.0,51.0,0,46.2,94.0,77.0,0,26.8,0.0,11.0,-,**,25.0,32.0,0,95,11.0,16.0,-,**,4.0,6.0,-,**
Buena Vista,Chaffee,81211,6546.0,448.0,3.2,2.4,291.0,108.0,0,29.7,373.0,114.0,8.3,12.3,578.0,160.0,14.6,18.2,612.0,119.0,0,9.3,766.0,170.0,0.8,1.3,1192.0,196.0,1.5,2.8,626.0,229.0,2.5,4.5,512.0,135.0,0,11.8,1085.0,166.0,0,15.8,511.0,114.0,0,41.1
Canon City,Fremont,81212,25626.0,685.0,7.8,1.9,939.0,138.0,48.4,20.1,1544.0,209.0,12,7.4,2066.0,214.0,5,5,2789.0,312.0,2.8,2.5,3741.0,342.0,9.8,5.4,4394.0,321.0,4.2,2.2,2210.0,244.0,5.4,3.7,1806.0,213.0,6.5,4.3,3228.0,200.0,4.8,4.2,2909.0,189.0,2.1,3.6
Canon City,Fremont,81215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cimarron,Montrose,81220,132.0,82.0,46.2,47.1,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,33.0,40.0,72.7,50.8,18.0,13.0,0,100,68.0,44.0,0,73.6,13.0,11.0,-,**
Coal Creek,Fremont,81221,217.0,62.0,22.5,22.9,5.0,5.0,-,**,16.0,20.0,0,71.2,36.0,32.0,66.7,42,4.0,4.0,0,100,24.0,23.0,0,79,37.0,23.0,5.3,16.6,20.0,15.0,0,82.3,14.0,8.0,0,100,40.0,22.0,0,100,21.0,17.0,-,**
Coaldale,Fremont,81222,349.0,122.0,3.1,4.8,23.0,30.0,-,**,0.0,11.0,-,**,10.0,16.0,0,90.1,29.0,31.0,0,52.9,99.0,69.0,0,26.8,73.0,82.0,12.3,26.2,25.0,38.0,0,57,22.0,25.0,0,73.6,45.0,46.0,0,60.7,23.0,23.0,-,**
Cotopaxi,Fremont,81223,1284.0,199.0,8.3,7.8,28.0,36.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,18.0,27.0,0,95,63.0,46.0,100,71.2,196.0,96.0,7.9,12.5,258.0,98.0,6.8,9.9,261.0,75.0,2.6,6.5,361.0,98.0,0,37.7,99.0,61.0,0,95
Crested Butte,Gunnison,81224,2937.0,325.0,2.7,2.7,208.0,109.0,0,25.9,155.0,97.0,0,17.5,386.0,142.0,0,7.5,342.0,131.0,0,9.4,663.0,146.0,1.6,3.1,334.0,104.0,3.4,6.4,351.0,142.0,10.1,17.7,144.0,75.0,13.6,21.3,289.0,84.0,0,39.9,65.0,38.0,-,**
Crested Butte,Gunnison,81225,1051.0,250.0,0.9,1.4,52.0,52.0,0,49.6,143.0,120.0,0,23.4,78.0,59.0,0,30.9,81.0,56.0,0,30,182.0,73.0,4.8,7.4,292.0,126.0,0,10.3,26.0,17.0,0,63.7,82.0,42.0,0,38.1,93.0,49.0,0,49.6,22.0,27.0,-,**
Florence,Fremont,81226,8090.0,568.0,8.5,3.1,318.0,85.0,44.7,29.6,531.0,166.0,9,10.7,600.0,187.0,9,12.5,1202.0,329.0,3.8,6.8,1706.0,283.0,6.6,5.6,1445.0,230.0,2,2.3,585.0,193.0,10.6,10.3,437.0,111.0,4.3,5.1,781.0,153.0,4.9,8.7,485.0,119.0,0,67.2
Monarch,Chaffee,81227,7.0,11.0,0,100,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,7.0,11.0,0,100,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**
Granite,Chaffee,81228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnison,Gunnison,81230,7714.0,362.0,7.6,2.5,410.0,162.0,17.7,18.1,1542.0,240.0,16,8.4,579.0,145.0,3.2,4.8,795.0,174.0,8.5,7.9,1059.0,160.0,2.3,2.6,1031.0,172.0,3.6,3.2,695.0,147.0,7.2,6.7,618.0,122.0,5.9,5.8,605.0,105.0,2.7,4.7,380.0,54.0,0,100
Gunnison,Gunnison,81231,707.0,125.0,44.9,12.2,633.0,109.0,50.8,12.2,74.0,59.0,12.3,22,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**
Hillside,Fremont,81232,7.0,12.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,7.0,12.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**
Howard,Fremont,81233,800.0,173.0,4.1,6,13.0,19.0,-,**,41.0,69.0,0,44.5,28.0,31.0,60.7,56,6.0,9.0,-,**,32.0,42.0,0,50.4,106.0,51.0,0,31.4,141.0,61.0,0,25.7,146.0,98.0,0,32.7,190.0,74.0,0,38.8,97.0,69.0,0,90.1
Lake City,Hinsdale,81235,641.0,79.0,4.7,3.1,31.0,20.0,20,24.7,5.0,6.0,80,68.8,39.0,25.0,0,45.6,18.0,11.0,46.2,41.9,53.0,28.0,0,39.9,124.0,43.0,5,6.9,94.0,43.0,0,38.1,68.0,33.0,0,41.1,146.0,38.0,0,32.7,63.0,23.0,-,**
Nathrop,Chaffee,81236,857.0,184.0,0,7.1,0.0,11.0,-,**,22.0,33.0,0,60.7,43.0,60.0,0,85.9,11.0,18.0,0,85.9,127.0,95.0,0,20.9,38.0,43.0,0,54.8,64.0,56.0,0,51.2,174.0,72.0,0,30,333.0,114.0,0,26.3,45.0,42.0,-,**
Ohio City,Gunnison,81237,49.0,31.0,0,76.1,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,5.0,8.0,0,100,0.0,11.0,-,**,9.0,13.0,0,95,18.0,29.0,-,**,17.0,27.0,-,**
Parlin,Gunnison,81239,8.0,12.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,8.0,12.0,-,**,0.0,11.0,-,**
Penrose,Fremont,81240,3235.0,344.0,10.1,3.3,155.0,96.0,29.5,38.2,125.0,75.0,13.9,15.9,233.0,117.0,11.7,13.9,95.0,52.0,0,51.2,460.0,144.0,13.7,12,540.0,128.0,6.5,5.2,284.0,81.0,0,15.4,389.0,88.0,12.9,10.7,749.0,111.0,9.5,9.7,205.0,63.0,-,**
Pitkin,Gunnison,81241,62.0,46.0,0,42.5,1.0,3.0,-,**,0.0,11.0,-,**,13.0,22.0,0,79,7.0,10.0,0,100,0.0,11.0,-,**,19.0,23.0,0,65.4,6.0,7.0,0,100,7.0,11.0,0,100,9.0,14.0,-,**,0.0,11.0,-,**
Poncha Springs,Chaffee,81242,683.0,162.0,5.1,5.1,59.0,42.0,29.2,40.3,100.0,52.0,0,27.9,93.0,59.0,0,31.7,64.0,42.0,0,38.1,51.0,41.0,0,39.9,101.0,42.0,0,28.7,42.0,20.0,22.6,30.6,65.0,33.0,11.1,19.1,60.0,28.0,0,85.9,48.0,34.0,-,**
Powderhorn,Gunnison,81243,131.0,64.0,5.6,8.6,9.0,12.0,0,95,9.0,12.0,0,95,0.0,11.0,-,**,0.0,11.0,-,**,4.0,5.0,100,100,43.0,41.0,0,57,9.0,7.0,0,95,15.0,11.0,0,73.6,40.0,29.0,-,**,2.0,3.0,-,**
Rockvale,Fremont,81244,320.0,86.0,2.1,3.7,29.0,33.0,0,52.9,17.0,13.0,0,95,6.0,10.0,-,**,20.0,20.0,21.4,43.9,46.0,27.0,0,52.9,44.0,25.0,0,50.4,25.0,16.0,0,85.9,31.0,18.0,0,90.1,77.0,34.0,0,100,25.0,18.0,-,**
Gunnison,Gunnison,81247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sargents,Saguache,81248,111.0,101.0,0,44.5,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,20.0,29.0,0,63.7,21.0,30.0,0,62.2,0.0,11.0,-,**,0.0,11.0,-,**,57.0,78.0,-,**,13.0,16.0,-,**,0.0,11.0,-,**
Twin Lakes,Lake,81251,153.0,64.0,14.5,13.3,6.0,9.0,0,100,0.0,11.0,-,**,14.0,22.0,0,76.1,0.0,11.0,-,**,12.0,13.0,0,82.3,38.0,27.0,34.2,26.6,19.0,25.0,0,65.4,18.0,24.0,0,67.2,22.0,21.0,100,100,24.0,28.0,-,**
Westcliffe,Custer,81252,3210.0,215.0,12,6.1,166.0,72.0,37.1,46.4,103.0,55.0,12.5,17.8,121.0,73.0,20.6,27.3,151.0,90.0,8.1,12.2,289.0,110.0,0,17.8,374.0,102.0,28.4,23.8,377.0,126.0,13.4,10.8,557.0,140.0,0,12.6,780.0,164.0,1.6,3.2,292.0,121.0,0,65.4
Wetmore,Custer,81253,566.0,208.0,0,12.6,0.0,11.0,-,**,53.0,69.0,0,39.1,0.0,11.0,-,**,16.0,20.0,0,71.2,0.0,11.0,-,**,65.0,61.0,0,55.9,111.0,66.0,0,30.9,110.0,78.0,0,46.8,95.0,76.0,0,82.3,116.0,105.0,-,**
Florence,Fremont,81290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,La Plata,81301,25444.0,669.0,5,1.6,2046.0,272.0,4.2,5.2,2467.0,269.0,2.7,2.5,2586.0,192.0,3.3,3.5,2079.0,208.0,7.9,4.4,3944.0,334.0,2.5,1.9,3678.0,290.0,9.7,6.2,2060.0,289.0,3,2.7,2216.0,260.0,2.2,2.5,2737.0,181.0,9.5,8.5,1631.0,178.0,0,20.4
Durango,La Plata,81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,La Plata,81303,6669.0,510.0,5.8,2.2,467.0,195.0,18.2,14.6,487.0,207.0,13.3,10.6,428.0,137.0,8.9,9.3,615.0,150.0,3.2,4.7,1093.0,264.0,6.3,6.6,1159.0,170.0,4.4,3.3,611.0,142.0,1.3,1.5,673.0,120.0,0,7.6,722.0,121.0,6,6.7,414.0,115.0,0,63.7
Cahone,Dolores,81320,139.0,47.0,0,32.3,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,5.0,6.0,0,100,9.0,9.0,0,100,37.0,27.0,0,55.9,14.0,20.0,0,76.1,60.0,28.0,0,58.2,14.0,14.0,-,**
Cortez,Montezuma,81321,11842.0,453.0,6.4,2.5,808.0,151.0,3.6,5.2,844.0,181.0,10.6,9.2,936.0,164.0,9.9,11.1,589.0,161.0,1.1,1.9,1781.0,182.0,6.2,5.2,1924.0,187.0,6.2,4.1,1175.0,214.0,11.5,10.2,1024.0,198.0,0.6,1.2,1487.0,181.0,0,7.7,1274.0,169.0,0,42.5
Dolores,Montezuma,81323,3801.0,456.0,5.6,3.1,157.0,87.0,0,30.6,262.0,135.0,3,7,197.0,84.0,8.7,13.8,359.0,136.0,14.5,16.4,531.0,144.0,4.1,4.4,485.0,146.0,4.7,5.3,404.0,133.0,0,10.4,457.0,140.0,4.3,7.3,627.0,137.0,18.2,17.8,322.0,106.0,0,73.6
Dove Creek,Dolores,81324,969.0,138.0,5.8,5,18.0,11.0,0,100,50.0,28.0,27.1,35,50.0,36.0,0,51.2,62.0,36.0,2.5,5.3,107.0,44.0,9.4,13.1,128.0,52.0,0,23.9,102.0,49.0,6.8,10.5,85.0,48.0,0,46.2,190.0,61.0,0,53.8,177.0,73.0,0,82.3
Egnar,San Miguel,81325,151.0,49.0,2.5,4.3,3.0,5.0,100,100,8.0,10.0,0,100,0.0,11.0,-,**,0.0,11.0,-,**,10.0,13.0,0,100,53.0,34.0,0,42,42.0,28.0,0,44,26.0,22.0,0,67.2,4.0,8.0,-,**,5.0,7.0,-,**
Hesperus,La Plata,81326,1660.0,163.0,2.5,1.6,112.0,36.0,25,20,65.0,43.0,10.8,15,53.0,25.0,0,41.6,68.0,21.0,0,38.8,250.0,60.0,1.5,2.3,333.0,74.0,0,10.4,254.0,72.0,2.3,3.1,205.0,73.0,2.4,4.2,208.0,52.0,0,32.7,112.0,38.0,0,95
Lewis,Montezuma,81327,432.0,134.0,13.3,11.5,24.0,29.0,100,73.6,0.0,11.0,-,**,17.0,27.0,0,69.1,27.0,40.0,0,54.8,33.0,39.0,0,85.9,114.0,64.0,0,36.7,31.0,25.0,47.8,52.2,31.0,23.0,0,85.9,98.0,57.0,0,51.2,57.0,50.0,-,**
Mancos,Montezuma,81328,3560.0,336.0,4.4,2.2,128.0,74.0,0,54.8,228.0,97.0,7,11.3,125.0,58.0,8.1,12.8,370.0,103.0,0,8.5,366.0,127.0,8.3,8.4,556.0,118.0,3.2,3.5,341.0,93.0,9.1,7.8,527.0,132.0,4.2,6.7,636.0,127.0,0,13.9,283.0,88.0,0,79
Marvel,La Plata,81329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesa Verde National Park,Montezuma,81330,96.0,65.0,11.9,28.3,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,46.0,49.0,0,57,34.0,26.0,0,48.9,0.0,11.0,-,**,8.0,18.0,100,100,8.0,19.0,-,**,0.0,11.0,-,**
Pleasant View,Montezuma,81331,366.0,117.0,26.4,27.6,0.0,11.0,-,**,0.0,11.0,-,**,25.0,41.0,-,**,35.0,30.0,0,63.7,38.0,42.0,63.2,53.9,63.0,69.0,0,57,69.0,64.0,0,47.5,112.0,68.0,40,52.6,13.0,19.0,-,**,11.0,17.0,-,**
Rico,Dolores,81332,159.0,37.0,1.1,2.9,5.0,8.0,0,100,8.0,11.0,0,100,10.0,10.0,0,90.1,6.0,6.0,0,100,30.0,18.0,0,52.9,33.0,15.0,4.2,10.9,17.0,12.0,0,85.9,11.0,9.0,0,100,25.0,14.0,-,**,14.0,12.0,-,**
Towaoc,Montezuma,81334,895.0,208.0,8.9,4.6,70.0,43.0,0,100,87.0,62.0,33.3,30,60.0,43.0,27,21.4,81.0,49.0,14.7,15.3,112.0,49.0,0,39.9,205.0,61.0,0,18.9,110.0,47.0,16.9,13.1,44.0,26.0,0,63.7,95.0,36.0,0,100,31.0,19.0,-,**
Yellow Jacket,Montezuma,81335,35.0,45.0,0,59.4,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,10.0,15.0,0,90.1,0.0,11.0,-,**,13.0,20.0,0,79,12.0,21.0,-,**,0.0,11.0,-,**
Montrose,Montrose,81401,17700.0,446.0,9.5,2.3,948.0,221.0,32,19.3,1029.0,183.0,15.8,10.5,1270.0,159.0,10.5,8.1,1232.0,189.0,8.9,6.1,2457.0,282.0,6.2,3.3,2803.0,239.0,6.8,4.3,1511.0,215.0,11.6,6,1521.0,245.0,3.4,3.8,2815.0,213.0,7.7,4.8,2114.0,202.0,0,50.4
Montrose,Montrose,81402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin,Delta,81410,1065.0,250.0,1.7,2.7,20.0,31.0,-,**,0.0,11.0,-,**,29.0,34.0,0,60.7,39.0,34.0,0,52.9,127.0,78.0,0,25.7,168.0,112.0,0,17.8,94.0,67.0,17.8,42,161.0,78.0,0,27.9,138.0,62.0,0,60.7,289.0,99.0,0,100
Bedrock,Montrose,81411,14.0,11.0,100,100,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,5.0,7.0,100,100,0.0,11.0,-,**,0.0,11.0,-,**,9.0,13.0,-,**,0.0,11.0,-,**
Cedaredge,Delta,81413,4116.0,337.0,14.9,6.7,242.0,106.0,16.9,22.8,169.0,92.0,18.4,22.8,133.0,51.0,0,35.3,179.0,78.0,25.6,25.7,373.0,126.0,23.6,21.7,503.0,114.0,14.1,10.1,361.0,125.0,9.1,9.6,518.0,99.0,9.5,12.5,968.0,141.0,13.4,12,670.0,124.0,0,60.7
Cory,Delta,81414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crawford,Delta,81415,1088.0,260.0,4.3,3.8,38.0,36.0,0,59.4,46.0,31.0,10.7,21.6,81.0,57.0,4.9,9,42.0,31.0,8.6,14.1,114.0,82.0,2.7,5.8,226.0,158.0,0,16,81.0,55.0,6.1,14.4,125.0,62.0,14.9,24,231.0,90.0,0,34.6,104.0,110.0,-,**
Delta,Delta,81416,11486.0,399.0,9,2.7,815.0,189.0,22.4,16,733.0,152.0,39.3,22.4,872.0,126.0,1.2,2.1,945.0,128.0,13,8.4,1591.0,227.0,5.1,3.8,1568.0,198.0,4.3,4.1,1209.0,223.0,4,4.5,938.0,184.0,3.4,3.7,1491.0,202.0,3,4.4,1324.0,165.0,0,29.5
Eckert,Delta,81418,1611.0,233.0,6.8,6.2,165.0,91.0,0,52,88.0,58.0,36.1,40.1,43.0,40.0,25.7,29,99.0,88.0,0,29.2,125.0,74.0,0,24.5,339.0,108.0,4.2,6.9,96.0,65.0,38.5,48.4,159.0,72.0,0,33.9,331.0,118.0,0,27.5,166.0,72.0,0,100
Hotchkiss,Delta,81419,3274.0,320.0,11.5,5.2,171.0,73.0,61.7,38.2,198.0,94.0,9.9,14.5,152.0,72.0,27.5,23.1,167.0,67.0,1.6,3.2,480.0,166.0,2.7,3.5,593.0,156.0,7.8,5.7,323.0,94.0,9,12.2,293.0,104.0,7.1,12.4,551.0,138.0,24,24,346.0,125.0,0,79
Lazear,Delta,81420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naturita,Montrose,81422,561.0,107.0,7.7,5.3,24.0,17.0,27.3,49.2,49.0,44.0,5.1,17.8,31.0,22.0,0,60.7,39.0,22.0,0,54.8,53.0,30.0,0,44.5,76.0,39.0,16.9,14.5,96.0,73.0,0,42,63.0,37.0,12,16.8,96.0,40.0,14.3,23.7,34.0,18.0,-,**
Norwood,San Miguel,81423,1402.0,177.0,3.9,2.7,48.0,30.0,0,100,35.0,23.0,0,48.2,100.0,47.0,19.7,18.5,196.0,82.0,0,16.6,141.0,47.0,5.3,8.5,237.0,69.0,7.9,12.7,225.0,74.0,0,14.4,131.0,45.0,0,29.2,204.0,49.0,0,38.4,85.0,33.0,0,71.2
Nucla,Montrose,81424,916.0,137.0,7.9,4.9,40.0,27.0,47.1,52.9,24.0,16.0,0,69.1,13.0,12.0,38.5,47.8,17.0,14.0,0,73.6,115.0,39.0,6.6,8.8,187.0,55.0,10.3,10.5,145.0,40.0,4.7,7,145.0,53.0,0,37,114.0,39.0,0,53.8,116.0,43.0,-,**
Olathe,Montrose,81425,4122.0,322.0,9,3.5,260.0,113.0,0,29.7,195.0,78.0,18.9,22.9,317.0,114.0,13.5,14.3,391.0,114.0,8.1,8,632.0,122.0,7.1,6.5,771.0,152.0,12.3,8.5,360.0,120.0,0,10.1,317.0,111.0,0,17.6,466.0,150.0,8.8,12.2,413.0,124.0,30.9,36.1
Ophir,San Miguel,81426,98.0,35.0,0,27.2,0.0,11.0,-,**,2.0,3.0,0,100,0.0,11.0,-,**,0.0,11.0,-,**,29.0,15.0,0,54.8,38.0,18.0,0,46.8,12.0,11.0,0,82.3,14.0,14.0,0,76.1,2.0,4.0,-,**,1.0,3.0,-,**
Ouray,Ouray,81427,898.0,166.0,5.1,4.1,33.0,26.0,0,79,70.0,43.0,0,33.3,57.0,56.0,0,46.8,54.0,37.0,22.2,30.2,75.0,46.0,0,33.6,134.0,56.0,0,21.3,74.0,41.0,11.9,15.4,95.0,53.0,13,17.6,228.0,68.0,1.9,4.7,78.0,49.0,0,76.1
Paonia,Delta,81428,2756.0,262.0,5.4,2.9,162.0,51.0,0,73.6,128.0,65.0,20.2,19.2,58.0,31.0,3.8,9.6,92.0,44.0,0,33.3,396.0,99.0,2.7,3.3,525.0,107.0,7.4,7.2,294.0,88.0,0,15.5,380.0,111.0,7.1,9.7,429.0,102.0,5.5,8.8,292.0,99.0,0,100
Paradox,Montrose,81429,63.0,21.0,0,46.8,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,3.0,5.0,0,100,5.0,7.0,-,**,6.0,8.0,-,**,28.0,23.0,0,59.4,0.0,11.0,-,**,15.0,12.0,0,100,6.0,8.0,0,100
Placerville,San Miguel,81430,578.0,158.0,2.4,4.2,41.0,41.0,-,**,6.0,10.0,0,100,20.0,32.0,0,63.7,13.0,16.0,0,79,76.0,54.0,0,34.6,134.0,62.0,0,19.9,81.0,52.0,0,33.6,91.0,62.0,0,36.7,116.0,59.0,13.4,27.5,0.0,11.0,-,**
Redvale,Montrose,81431,325.0,88.0,0,14.6,26.0,24.0,0,100,0.0,11.0,-,**,12.0,20.0,0,82.3,17.0,23.0,0,69.1,54.0,37.0,0,38.8,56.0,45.0,0,52.9,54.0,31.0,0,42,25.0,23.0,0,71.2,36.0,23.0,0,95,45.0,36.0,-,**
Ridgway,Ouray,81432,2595.0,193.0,8.1,2.9,128.0,56.0,42.2,34.3,59.0,39.0,22,26,100.0,62.0,5,7.7,147.0,49.0,2.5,3.9,287.0,93.0,1.1,2.4,490.0,94.0,13.8,8.1,269.0,60.0,4.7,5.3,356.0,71.0,4.5,5.8,532.0,77.0,3.1,4.6,227.0,78.0,0,100
Silverton,San Juan,81433,469.0,79.0,10.8,8.6,9.0,10.0,-,**,32.0,32.0,0,53.8,52.0,37.0,8.5,15.5,39.0,27.0,0,45.6,25.0,13.0,12,16.2,132.0,49.0,19,20.7,48.0,24.0,30,38.2,50.0,29.0,0,58.2,50.0,21.0,0,45.1,32.0,25.0,0,90.1
Somerset,Gunnison,81434,169.0,68.0,5.6,8.3,24.0,15.0,0,100,4.0,10.0,-,**,0.0,11.0,-,**,18.0,27.0,0,67.2,6.0,9.0,0,100,43.0,34.0,0,53.8,15.0,17.0,33.3,24.1,30.0,23.0,0,82.3,29.0,33.0,0,100,0.0,11.0,-,**
Telluride,San Miguel,81435,4247.0,221.0,4.8,2.3,152.0,47.0,0,37.4,380.0,82.0,14,11.8,494.0,66.0,1.9,2.1,430.0,106.0,1,1.8,972.0,84.0,7.9,4.6,750.0,88.0,1.1,1.2,311.0,91.0,7.7,8.4,356.0,83.0,4.6,4.7,307.0,57.0,0,26.3,95.0,36.0,-,**
Grand Junction,Mesa,81501,20265.0,711.0,13.8,2.7,2416.0,320.0,23.2,8.5,3651.0,440.0,16,4.7,2113.0,359.0,16.7,6.2,1946.0,336.0,10.8,7.7,2427.0,343.0,7.7,4.2,2424.0,328.0,14.9,6.5,1323.0,242.0,11.2,10.6,1138.0,186.0,11.6,10.2,1631.0,234.0,6.1,7,1196.0,183.0,9.1,13.2
Grand Junction,Mesa,81502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Junction,Mesa,81503,11931.0,632.0,8.3,2.6,743.0,203.0,11.3,10.2,951.0,300.0,12.5,11.3,1096.0,269.0,7.2,7.2,958.0,254.0,4.9,4.8,1445.0,324.0,12.1,8,2041.0,303.0,3.8,3.1,1201.0,228.0,12.5,8.4,1011.0,180.0,7.8,6.2,1582.0,222.0,6.4,7.3,903.0,155.0,0,41.6
